name,price,img,web,phone,addr,hours,review,neighborhood
Wined Up,2,No image available.,http://winedupnyc.com,(212) 673-6333,913 Broadway,"[('Saturday', '4pm-2am'), ('Sunday', 'Closed'), ('Monday', '4pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-2am'), ('Saturday', '4pm-2am'), ('Sunday', 'Closed'), ('Monday', '4pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-2am')]","This place serves a similar purpose as Veloce, but on Broadway, if you need an option a few blocks further east. It’s connected to a relatively corny restaurant below called Punch, which you should avoid. However, although its name might suggest differently, Wined Up is a nice spot where you can actually hear the person you’re talking to.",14
The Clocktower,4,https://infatuation.imgix.net/media/CACHE/images/reviews/the-clocktower/banners/The-Clocktower_1/a567cf7d130524497ff37864572c19b2.jpg?auto=format&blur=100&q=0&w=256,http://theclocktowernyc.com/,212-413-4300,"5 Madison Ave., 2nd Floor","[('Saturday', '6:30am-3pm5:30pm-11pm'), ('Sunday', '6:30am-3pm5:30pm-10pm'), ('Monday', '6:30am-3pm5:30pm-10pm'), ('Tuesday', '6:30am-3pm5:30pm-10pm'), ('Wednesday', '6:30am-3pm5:30pm-11pm'), ('Thursday', '6:30am-3pm5:30pm-11pm'), ('Friday', '6:30am-3pm5:30pm-11pm'), ('Saturday', '6:30am-3pm5:30pm-11pm'), ('Sunday', '6:30am-3pm5:30pm-10pm'), ('Monday', '6:30am-3pm5:30pm-10pm'), ('Tuesday', '6:30am-3pm5:30pm-10pm'), ('Wednesday', '6:30am-3pm5:30pm-11pm'), ('Thursday', '6:30am-3pm5:30pm-11pm'), ('Friday', '6:30am-3pm5:30pm-11pm')]","The Clocktower, on the second floor of The Edition hotel, is a great new restaurant to have dinner - due in part to the fantastic room. But it’s also a nice spot for a drink - settle into the bar room on the early side.",14
The NoMad,3,https://infatuation.imgix.net/media/CACHE/images/images/reviews/the-nomad-bar/banners/1515515221.77/5207208da5987d3aa46ef3fcb21515e1.jpg?auto=format&blur=100&q=0&w=256,http://www.thenomadhotel.com/dining/menus/the-nomad-bar,347-472-5660,10 W. 28th St.,"[('Saturday', '5pm-2am'), ('Sunday', '5pm-11pm'), ('Monday', '5pm-1am'), ('Tuesday', '5pm-1am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '5pm-2am'), ('Sunday', '5pm-11pm'), ('Monday', '5pm-1am'), ('Tuesday', '5pm-1am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am')]","Connected to the Nomad Hotel and restaurant, The Nomad Bar is a class act - a truly nice place for a cocktail. The burger also happens to be excellent.",14
Bo's Kitchen & Bar Room,2,No image available.,http://bosrestaurant.com,(212) 234-2373,6 W 24th St,"[('Saturday', '5:30pm-12am'), ('Sunday', '11:30am-3:30pm'), ('Monday', '12pm-3pm5:30pm-10pm'), ('Tuesday', '12pm-3pm5:30pm-10pm'), ('Wednesday', '12pm-3pm5:30pm-11pm'), ('Thursday', '12pm-3pm5:30pm-11pm'), ('Friday', '12pm-3pm5:30pm-12am'), ('Saturday', '5:30pm-12am'), ('Sunday', '11:30am-3:30pm'), ('Monday', '12pm-3pm5:30pm-10pm'), ('Tuesday', '12pm-3pm5:30pm-10pm'), ('Wednesday', '12pm-3pm5:30pm-11pm'), ('Thursday', '12pm-3pm5:30pm-11pm'), ('Friday', '12pm-3pm5:30pm-12am')]","A nice Southern-inspired restaurant, Bo’s is a solid choice for dinner, but we use it most for getting together with a few people in the nice downstairs bar room.",14
Flatiron Hall,2,No image available.,http://flatironhall.com,(646) 790-3200,38 W 26th St,"[('Saturday', '12pm-2am'), ('Sunday', '12pm-12am'), ('Monday', '12pm-12am'), ('Tuesday', '12pm-12am'), ('Wednesday', '12pm-1am'), ('Thursday', '12pm-1am'), ('Friday', '12pm-2am'), ('Saturday', '12pm-2am'), ('Sunday', '12pm-12am'), ('Monday', '12pm-12am'), ('Tuesday', '12pm-12am'), ('Wednesday', '12pm-1am'), ('Thursday', '12pm-1am'), ('Friday', '12pm-2am')]","Flatiron Hall is run by the same people behind Houston Hall, the massive Soho beer garden that feels somewhere in between Oktoberfest and a tailgate on a Saturday. Think of this space, which looks like one of those nice old fraternity houses, as the more buttoned-up workday version. Get a stein of beer, naturally.",14
Barcade,2,No image available.,http://barcade.com,(212) 390-8455,148 W 24th St,"[('Saturday', '12pm-4am'), ('Sunday', '12pm-2am'), ('Monday', '12pm-2am'), ('Tuesday', '12pm-2am'), ('Wednesday', '12pm-2am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-4am'), ('Saturday', '12pm-4am'), ('Sunday', '12pm-2am'), ('Monday', '12pm-2am'), ('Tuesday', '12pm-2am'), ('Wednesday', '12pm-2am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-4am')]","Yes, there’s a Barcade on 24th Street. Take the dev team here and emerge a hero.",14
One Star,2,No image available.,http://onestarnyc.com,(212) 777-0100,147 W 24th St,"[('Saturday', '4am-4am'), ('Sunday', 'Closed'), ('Monday', '4am-4am'), ('Tuesday', '4am-4am'), ('Wednesday', '4am-4am'), ('Thursday', '4am-4am'), ('Friday', '4am-4am'), ('Saturday', '4am-4am'), ('Sunday', 'Closed'), ('Monday', '4am-4am'), ('Tuesday', '4am-4am'), ('Wednesday', '4am-4am'), ('Thursday', '4am-4am'), ('Friday', '4am-4am')]","The theme of the bar is quite literally “one star on Yelp.” The self-awareness sort of works perfectly: it’s non-descript, kind of cheap but not that cheap, and probably everyone is drinking a serviceable but watery whiskey ginger. Take your coworkers here and everyone will inevitably complain about it relentlessly, but will also end up here once a week.",14
Middle Branch,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Middle%20Branch_mhd5P8U.jpg?auto=format&blur=100&q=0&w=256,https://www.facebook.com/MiddleBranchNYC/,(212) 213-1350,154 E 33rd St,"[('Saturday', '5pm-2am'), ('Sunday', '5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '5pm-2am'), ('Sunday', '5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am')]",You really can get a good cocktail a mere two blocks away from Joshua Tree. You just need to find Middle Branch first. It’s tucked away within a two-story townhouse and you have to enter in at garden level. Come after midnight or be prepared to wait for a seat upstairs. Go for “bartender’s choice.”,15
Molly's Shebeen,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Mollys%20Shebeen_FgkGnEC.jpg?auto=format&blur=100&q=0&w=256,http://mollysshebeen.com,(212) 889-3361,287 3rd Ave,"[('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am')]",A classic Irish pub suited to serious drinking. They also serve one of the best pub burgers around.,15
Vanguard Wine Bar,2,No image available.,http://www.vanguard-nyc.com,(212) 799-9463,530 2nd Ave,[],"Did you know a cozy wine bar perfect for first dates, big groups, and/or big group first dates exists on a weird stretch of 2nd Avenue? We didn’t either and may regret sharing this information because Vanguard is somehow always at the perfect capacity. They play movies in the background, the service is great, and the wine list is always changing. Grab a couple of seats at the bar, order some pimento cheese and get to drinking. If you don’t know, now you know.",16
Mercy,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/mercy/banners/1527792819.01/af9fa56ee07ed293417d3e73e8f33f4e.jpg?auto=format&blur=100&q=0&w=256,http://mercybarnyc.com/,(212) 253-8061,129 E 15th St,"[('Saturday', '4pm-3am'), ('Sunday', '4pm-11pm'), ('Monday', '4pm-12am'), ('Tuesday', '4pm-12am'), ('Wednesday', '4pm-12am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-3am'), ('Saturday', '4pm-3am'), ('Sunday', '4pm-11pm'), ('Monday', '4pm-12am'), ('Tuesday', '4pm-12am'), ('Wednesday', '4pm-12am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-3am')]","Revival is set up on two floors - the first is essentially a small dive, while the upstairs is like a greenhouse with couches. It’s a good post-work spot for medium-sized groups.",15
Dear Irving,3,https://infatuation.imgix.net/media/CACHE/images/images/reviews/dear-irving/banners/1519405134.42/4fb1824a088e8b5a0f0e76e32b58824e.jpg?auto=format&blur=100&q=0&w=256,http://www.dearirving.com,No phone number available.,55 Irving Pl,"[('Saturday', '5pm-3am'), ('Sunday', '5pm-1am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-3am'), ('Saturday', '5pm-3am'), ('Sunday', '5pm-1am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-3am')]","Owned by the people behind Raines Law Room, this is a classy cocktail spot. It’s a good first date move - they even take reservations (though walk-ins are fine too) and have some small plates of food too.",15
Waterfront Ale House,2,No image available.,http://waterfrontalehouse.com,(212) 696-4104,540 2nd Ave,"[('Saturday', '12pm-12am'), ('Sunday', '12pm-11pm'), ('Monday', '11:30am-11pm'), ('Tuesday', '11:30am-11pm'), ('Wednesday', '11:30am-11pm'), ('Thursday', '11:30am-11pm'), ('Friday', '11:30am-12am'), ('Saturday', '12pm-12am'), ('Sunday', '12pm-11pm'), ('Monday', '11:30am-11pm'), ('Tuesday', '11:30am-11pm'), ('Wednesday', '11:30am-11pm'), ('Thursday', '11:30am-11pm'), ('Friday', '11:30am-12am')]","If you find yourself needing to pregame or postgame a movie at the AMC next door, or find yourself at one of the nearby hospitals and in need of an escape, meet Waterfront Ale House. From 4-7pm, everything is also $1 off.",15
Handcraft Kitchen & Cocktails,2,No image available.,http://www.handcraftnyc.com,(212) 689-3000,367 3rd Ave,"[('Saturday', '11am-2am'), ('Sunday', '11am-2am'), ('Monday', '4:30pm-2am'), ('Tuesday', '4:30pm-2am'), ('Wednesday', '4:30pm-2am'), ('Thursday', '4:30pm-2am'), ('Friday', '4:30pm-2am'), ('Saturday', '11am-2am'), ('Sunday', '11am-2am'), ('Monday', '4:30pm-2am'), ('Tuesday', '4:30pm-2am'), ('Wednesday', '4:30pm-2am'), ('Thursday', '4:30pm-2am'), ('Friday', '4:30pm-2am')]","It’s hard to discern between the many bars lining 3rd Avenue as you make your way up to 30th, so let us tell you Handcraft is one of the better ones. It’s low key and usually not insanely crowded, but still a fun time. They also have solid cocktails, big TV’s, and Southern-inspired food",15
Bravest on 38th,1,No image available.,http://www.bravestnyc.com/#!,(212) 683-3766,700 2nd Ave,"[('Saturday', '1pm-3:30am'), ('Sunday', '1pm-3:30am'), ('Monday', '11:30am-2am'), ('Tuesday', '11:30am-2am'), ('Wednesday', '11:30am-2am'), ('Thursday', '11:30am-3:30am'), ('Friday', '11:30am-3:30am'), ('Saturday', '1pm-3:30am'), ('Sunday', '1pm-3:30am'), ('Monday', '11:30am-2am'), ('Tuesday', '11:30am-2am'), ('Wednesday', '11:30am-2am'), ('Thursday', '11:30am-3:30am'), ('Friday', '11:30am-3:30am')]","Ever wonder where all the city’s firemen hang out? Now you know - this is a fireman-opened, fireman-frequented, fireman-themed bar. Single ladies of Murray Hill, take note.",15
Albion,2,No image available.,https://www.facebook.com/AlbionBarCraftBeerFineSpirits/, (212) 679-6716,575 2nd Ave,[],"A nice break from the usual bro-y Murray Hill bars, this is a very solid, low-key craft beer bar that makes for a great place for a catch-up Happy Hour session.",15
The Tippler,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/The%20Tippler.jpg?auto=format&blur=100&q=0&w=256,http://thetippler.com,(212) 206-0000,425 W 15th St,"[('Saturday', '4pm-4am'), ('Sunday', '4pm-2am'), ('Monday', '4pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-4am'), ('Saturday', '4pm-4am'), ('Sunday', '4pm-2am'), ('Monday', '4pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-4am')]","Located directly under Chelsea Market, this place does get packed on weekdays around 7, or whenever YouTube and the other companies in the building get out of school for the day. But it attracts crowds for a reason: tons of space, big tables, and a rotating menu of alcoholic frozen drinks.",13
Bathtub Gin,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/BTG%20-%20Bathtub.jpg?auto=format&blur=100&q=0&w=256,http://www.bathtubginnyc.com,(646) 559-1671,132 9th Ave,"[('Saturday', '5am-4am'), ('Sunday', '11:30am-3:30pm5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5am-4am'), ('Friday', '5am-4am'), ('Saturday', '5am-4am'), ('Sunday', '11:30am-3:30pm5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5am-4am'), ('Friday', '5am-4am')]","Your requisite Prohibition-inspired speakeasy with a quirky name and a secret door? That’d be Bathtub Gin. Walk through Stone Street Coffee to get in – there is a “bouncer” (you are dangerously close to Meatpacking, after all) but you can pretty easily grab a reservation on OpenTable to avoid any issue. As the name would indicate, gin is the focus. And there’s a bathtub.",13
Gallow Green,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Gallow%20Green%20Roof.jpg?auto=format&blur=100&q=0&w=256,http://mckittrickhotel.com/gallowgreen/,(212) 564-1662,542 W 27th St,"[('Saturday', '4pm-1am'), ('Sunday', '11:30am-4pm5pm-11pm'), ('Monday', '5pm-11pm'), ('Tuesday', '5pm-11pm'), ('Wednesday', '5pm-11pm'), ('Thursday', '5pm-11pm'), ('Friday', '4pm-1am'), ('Saturday', '4pm-1am'), ('Sunday', '11:30am-4pm5pm-11pm'), ('Monday', '5pm-11pm'), ('Tuesday', '5pm-11pm'), ('Wednesday', '5pm-11pm'), ('Thursday', '5pm-11pm'), ('Friday', '4pm-1am')]","The rooftop of The McKittrick Hotel, where “Sleep No More” takes place, is something of an extension of the nightly interactive performance/high-minded haunted house that takes place throughout the rest of the building. This means you’ll ride up in an old timey elevator with an attendant in some kind of costume, who may or may not do a card trick, and some “characters” may walk around. But for the most part, this is just a cool rooftop bar with quality cocktails.",13
Porchlight,2,https://infatuation.imgix.net/media/CACHE/images/reviews/porchlight/banners/Porchlight-NY_1/1ad4edb0cbceb22e95128dfe187f8f5c.jpg?auto=format&blur=100&q=0&w=256,http://porchlightbar.com/,212-981-6188,271 11th Ave.,"[('Saturday', '4pm-2am'), ('Sunday', 'Closed'), ('Monday', '12pm-12am'), ('Tuesday', '12pm-12am'), ('Wednesday', '12pm-12am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-2am'), ('Saturday', '4pm-2am'), ('Sunday', 'Closed'), ('Monday', '12pm-12am'), ('Tuesday', '12pm-12am'), ('Wednesday', '12pm-12am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-2am')]","Porchlight is a big space way west on 11th Avenue operated by Danny Meyer, which means it’s one of the better run bars around. This is a great go-to when you need to gather a large group in a fun, unpretentious environment. They have a great booze selection, as well as some excellent takes on bar food, including everything crab avocado toast to chocolate chip cookies.",13
Trailer Park Lounge & Grill,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Trailer%20Park%20Bar.jpg?auto=format&blur=100&q=0&w=256,http://trailerparklounge.com,(212) 463-8000,271 W 23rd St,"[('Saturday', '12pm-3am'), ('Sunday', '12pm-3am'), ('Monday', '12pm-3am'), ('Tuesday', '12pm-3am'), ('Wednesday', '12pm-3am'), ('Thursday', '12pm-3am'), ('Friday', '12pm-3am'), ('Saturday', '12pm-3am'), ('Sunday', '12pm-3am'), ('Monday', '12pm-3am'), ('Tuesday', '12pm-3am'), ('Wednesday', '12pm-3am'), ('Thursday', '12pm-3am'), ('Friday', '12pm-3am')]","True to name, Trailer Park is a trailer park-themed bar, which is actually better than it sounds. The space is jam-packed with a dizzying amount of Christmas lights, random trinkets, and other paraphernalia, which can feel either like being on an episode of Hoarders or like a place to have a great time. This is probably not the place to plan a meeting of any professional nature, but it’s a great place to kick back with a few friends over some beers and tater tots.",16
Bar Veloce,3,https://infatuation.imgix.net/media/CACHE/images/images/reviews/bar-veloce/banners/small_banner_image/8511fd01424cce954cd745739f8af9db.jpg?auto=format&blur=100&q=0&w=256,http://winebarveloce.com,(212) 629-5300,176 7th Ave,"[('Saturday', '5pm-3am'), ('Sunday', '5pm-3am'), ('Monday', '5pm-3am'), ('Tuesday', '5pm-3am'), ('Wednesday', '5pm-3am'), ('Thursday', '5pm-3am'), ('Friday', '5pm-3am'), ('Saturday', '5pm-3am'), ('Sunday', '5pm-3am'), ('Monday', '5pm-3am'), ('Tuesday', '5pm-3am'), ('Wednesday', '5pm-3am'), ('Thursday', '5pm-3am'), ('Friday', '5pm-3am')]","If you do need a place around here that’s on the professional side – a place for an easy, uncomplicated glass of wine or cocktail, hit Bar Veloce. It’s nothing too exciting, but that’s kind of the point. Plus, they have paninis.",13
The Stag's Head,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/The%20Stags%20Head.jpg?auto=format&blur=100&q=0&w=256,http://www.thestagsheadnyc.com,(212) 888-2453,252 E 51st St,"[('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am')]","Stag’s Head looks like it’s going to be a bro scene, largely due to its Turtle Bay location. But it’s really more of a beer scene. Stag’s Head excels at going beyond the typical roster of Ballast Point taps, so if you’re into deep cuts of craft beer, you’ll be happy here.",17
The Campbell Apartment,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Campbell%20Apartment.jpg?auto=format&blur=100&q=0&w=256,No website available.,No phone number available.,15 Vanderbilt Ave,"[('Saturday', '2pm-2am'), ('Sunday', '3pm-12am'), ('Monday', '12pm-1am'), ('Tuesday', '12pm-1am'), ('Wednesday', '12pm-1am'), ('Thursday', '12pm-1am'), ('Friday', '12pm-2am')]","Yes, you can probably find a better and cheaper cocktail elsewhere. But you come to the legendary Campbell Apartment, which is located literally within Grand Central, for the history. If you’re waiting for a train or are in the area and looking for a fancy-ish cocktail bar, this is a great option. Just don’t wear sneakers. This is an old school spot and they have a (somewhat arbitrary) dress code.",16
Hudson Malone,3,https://infatuation.imgix.net/media/CACHE/images/reviews/hudson-malone/banners/Hudson-Malone_1/290e2ffab31114bd39a1a3f34380c62e.jpg?auto=format&blur=100&q=0&w=256,http://www.hudsonmalone.com/,212-355-6607,218 E. 53rd St.,"[('Sunday', '11am-1am'), ('Monday', '11:30am-4am'), ('Tuesday', '11:30am-4am'), ('Wednesday', '11:30am-4am'), ('Thursday', '11:30am-4am'), ('Friday', '11:30am-4am'), ('Saturday', '11am-4am'), ('Sunday', '11am-1am'), ('Monday', '11:30am-4am'), ('Tuesday', '11:30am-4am'), ('Wednesday', '11:30am-4am'), ('Thursday', '11:30am-4am'), ('Friday', '11:30am-4am'), ('Saturday', '11am-4am')]","Midtown East is littered with sports bars, and most of them are absolutely awful. Hudson Malone is the rare standout. You can watch a game here without hating yourself, and the food’s even pretty good.",17
The Shakespeare @ The William,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/shakespeare-3024.jpg?auto=format&blur=100&q=0&w=256,http://theshakespearenyc.com,(646) 837-6779,24 E 39th St,"[('Sunday', '11am-10pm'), ('Monday', '11:30am-11pm'), ('Tuesday', '11:30am-11pm'), ('Wednesday', '11:30am-11pm'), ('Thursday', '11:30am-11pm'), ('Friday', '11:30am-11pm'), ('Saturday', '11am-11pm'), ('Sunday', '11am-10pm'), ('Monday', '11:30am-11pm'), ('Tuesday', '11:30am-11pm'), ('Wednesday', '11:30am-11pm'), ('Thursday', '11:30am-11pm'), ('Friday', '11:30am-11pm'), ('Saturday', '11am-11pm')]","If you find yourself in the region of 39th and Madison, head to The Shakespeare. As you might expect, this place is a British gastropub, and it’s actually run by the same people as Jones Wood Foundry, an Upper East Side restaurant we like a lot.",18
The Ginger Man,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/the-ginger-man/banners/small_banner_image/ab43b841a1c5ab58bd77a74d9371817d.jpg?auto=format&blur=100&q=0&w=256,http://www.gingerman-ny.com,(212) 532-3740,11 E 36th St,"[('Sunday', '12:30pm-2am'), ('Monday', '11:30am-2am'), ('Tuesday', '11:30am-2am'), ('Wednesday', '11:30am-2am'), ('Thursday', '11:30am-2am'), ('Friday', '11:30am-4am'), ('Saturday', '12:30pm-4am'), ('Sunday', '12:30pm-2am'), ('Monday', '11:30am-2am'), ('Tuesday', '11:30am-2am'), ('Wednesday', '11:30am-2am'), ('Thursday', '11:30am-2am'), ('Friday', '11:30am-4am'), ('Saturday', '12:30pm-4am')]","In terms of selection, this is one of the best beer bars in the city, and one of the best bars full-stop near Bryant Park. It’s nice and spacious, which also makes it a prime Happy Hour spot for all the finance and lawyer people getting out of work around there. There are also couches in the back, which for some reason seems to be important to people.",17
Rattle N Hum,2,No image available.,No website available.,No phone number available.,14 E 33rd St,"[('Sunday', '11am-2am'), ('Monday', '11am-2am'), ('Tuesday', '11am-2am'), ('Wednesday', '11am-2am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am')]","This bar does smell like stale beer sometimes. But Rattle ‘N’ Hum is actually a very solid bar, and one of the best places to hang out after a game at the Garden. They specialize in craft bar, and actually have some surprisingly good bar food.",16
The Rum House,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Rum%20House.jpg?auto=format&blur=100&q=0&w=256,http://www.edisonrumhouse.com,(646) 490-6923,228 W 47th St,"[('Sunday', '12pm-4am'), ('Monday', '12pm-4am'), ('Tuesday', '12pm-4am'), ('Wednesday', '12pm-4am'), ('Thursday', '12pm-4am'), ('Friday', '12pm-4am'), ('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '12pm-4am'), ('Tuesday', '12pm-4am'), ('Wednesday', '12pm-4am'), ('Thursday', '12pm-4am'), ('Friday', '12pm-4am'), ('Saturday', '12pm-4am')]","Right in the heart of Times Square at the bottom of the Edison Hotel, this is a classic spot redone by the people behind the Tribeca cocktail bar Ward III. The place gets packed with suits (naturally), but behind all that, this is one of the best spots to drink a cocktail in Midtown.",19
Lantern's Keep,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Lanterns%20Keep.jpg?auto=format&blur=100&q=0&w=256,http://thelanternskeep.com,(212) 453-4287,49 W 44th St,"[('Sunday', 'Closed'), ('Monday', '5pm-12am'), ('Tuesday', '5pm-12am'), ('Wednesday', '5pm-12am'), ('Thursday', '5pm-12am'), ('Friday', '5pm-12am'), ('Saturday', '5pm-12am'), ('Sunday', 'Closed'), ('Monday', '5pm-12am'), ('Tuesday', '5pm-12am'), ('Wednesday', '5pm-12am'), ('Thursday', '5pm-12am'), ('Friday', '5pm-12am'), ('Saturday', '5pm-12am')]","Lantern’s Keep, located off the lobby of The Iroquois Hotel, is a great place for a highly civilized drink. There are private tables, and you can even make a reservation. Keep it in your back pocket for when you need to impress someone.",19
Pocket Bar NYC,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Pocket%20Bar.jpg?auto=format&blur=100&q=0&w=256,http://www.pocketbarnyc.com,(646) 682-9062,455 W 48th St,"[('Sunday', '4pm-12:30am'), ('Monday', '4pm-12:30am'), ('Tuesday', '4pm-12:30am'), ('Wednesday', '4pm-12:30am'), ('Thursday', '4pm-12:30am'), ('Friday', '4pm-1:30am'), ('Saturday', '4am-1:30am'), ('Sunday', '4pm-12:30am'), ('Monday', '4pm-12:30am'), ('Tuesday', '4pm-12:30am'), ('Wednesday', '4pm-12:30am'), ('Thursday', '4pm-12:30am'), ('Friday', '4pm-1:30am'), ('Saturday', '4am-1:30am')]","A predictably small bar that serves wine on tap. You really shouldn’t go on a date on 48th Street, but if you must: do it at Pocket Bar.",20
Beer Culture,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Beer%20Culture.jpg?auto=format&blur=100&q=0&w=256,http://beerculturenyc.com,(646) 590-2139,328 W 45th St,"[('Sunday', '12pm-12am'), ('Monday', '12pm-2am'), ('Tuesday', '12pm-2am'), ('Wednesday', '12pm-2am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-2am'), ('Saturday', '12pm-2am'), ('Sunday', '12pm-12am'), ('Monday', '12pm-2am'), ('Tuesday', '12pm-2am'), ('Wednesday', '12pm-2am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-2am'), ('Saturday', '12pm-2am')]","Beer Culture has the distinction of being something near Port Authority that’s not the absolute worst. As you’d imagine, it’s a beer place.",20
Ardesia,2,https://infatuation.imgix.net/media/CACHE/images/reviews/ardesia/banners/Ardesia_1/882c3f4e402b9ed972b4d87e6af90b02.jpg?auto=format&blur=100&q=0&w=256,http://www.ardesia-ny.com/,212-247-9191,510 W. 52nd St.,"[('Sunday', '2pm-11pm'), ('Monday', '5pm-12am'), ('Tuesday', '5pm-12am'), ('Wednesday', '5pm-12am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '2pm-2am'), ('Sunday', '2pm-11pm'), ('Monday', '5pm-12am'), ('Tuesday', '5pm-12am'), ('Wednesday', '5pm-12am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '2pm-2am')]","Ardesia is a true midtown utility spot. Meeting a date? Going out with a couple work friends? Hanging out with a random aunt? Wine and small plates in a non-cheesy environment is exactly the setup you need. Add to that its reasonable prices, friendly service, and outdoor seating and you’ve got yourself a go-to.",20
Valhalla,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Valhalla.jpg?auto=format&blur=100&q=0&w=256,http://valhallabarnyc.com,(212) 757-2747,815 9th Ave,"[('Sunday', '12pm-4am'), ('Monday', '12pm-4am'), ('Tuesday', '12pm-4am'), ('Wednesday', '12pm-4am'), ('Thursday', '12pm-4am'), ('Friday', '12pm-4am'), ('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '12pm-4am'), ('Tuesday', '12pm-4am'), ('Wednesday', '12pm-4am'), ('Thursday', '12pm-4am'), ('Friday', '12pm-4am'), ('Saturday', '12pm-4am')]","A loud beer bar with probably 40 taps in the western part of Midtown, Valhalla feels like a grown up version of a place you’d find in the East Village. They have decent bar food too.",20
